opc,mye,opc_n,mye_n,opal,lx,ly,rep,d
0.489832776720882,0.6836894565909287,56,16,0,31387.2,14253.1,rep2,0.19385667987004673
0.857255142717085,0.5803354588133172,12,30,16,31609.1,14338.1,rep2,-0.27691968390376787
0.4341231228099603,0.7675368617077779,63,6,0,32480.5,15106.7,rep2,0.3334137388978176
0.8124491188717909,0.5577449716844809,8,18,0,31740.7,15026.1,rep2,-0.25470414718731005
0.5295092391868392,0.5024896539676873,51,5,0,37046.2,24743.0,rep2,-0.02701958521915193
0.8766746887627562,0.4477087944483263,6,13,2,35336.3,27488.4,rep2,-0.42896589431442994
0.4380405613490884,0.5106797853055319,43,7,0,12604.9,7605.6,rep2,0.07263922395644351
0.3986552717538445,0.6127609585186933,50,5,0,12538.1,5773.5,rep2,0.21410568676484876
0.915579809144978,0.6675458525639726,8,32,8,19147.4,18744.4,rep2,-0.24803395658100547
0.2537147409141871,0.5756336067824837,33,19,0,18488.9,18957.3,rep2,0.32191886586829654
0.7944682821708715,0.6778628605582134,10,17,0,18698.8,16799.7,rep2,-0.11660542161265808
0.32801324102314305,0.6283261616087292,55,52,0,17799.3,17265.2,rep2,0.3003129205855862
0.3513971314272921,0.7305893780164278,62,36,0,18376.2,16794.3,rep2,0.37919224658913564
0.4352576403524324,0.6251968712449247,61,21,0,18509.0,17053.6,rep2,0.18993923089249232
0.5109395519971166,0.501547032119598,3,44,10,18607.1,17064.7,rep2,-0.009392519877518657
0.32774791253482966,0.5840206375629584,53,23,0,18073.3,19122.8,rep2,0.25627272502812876
0.5646765575285231,0.47521715184339475,7,29,2,17920.6,18045.5,rep2,-0.08945940568512833
0.3288069330236658,0.6876644510229463,34,28,0,18241.7,18270.7,rep2,0.35885751799928045
0.7796166054484799,0.5789232043597823,10,34,4,17479.4,17335.0,rep2,-0.2006934010886976
0.3345502749823166,0.5992113754465191,20,55,3,17224.5,16339.5,rep2,0.26466110046420255
0.4334249137682681,0.664261865508267,61,31,1,17247.6,16649.0,rep2,0.23083695173999896
0.4606777847886343,0.7399493864889205,67,23,1,17538.5,16860.5,rep2,0.2792716017002862
0.33937911384152436,0.6172995234852936,41,16,0,17065.8,18519.5,rep2,0.27792040964376924
0.6933675923262669,0.5349927858556816,6,27,10,17630.6,18690.4,rep2,-0.15837480647058533
0.5813499804109851,0.5893350918172596,36,15,0,16085.7,19371.9,rep2,0.007985111406274559
0.8526584489387667,0.5676241100517814,25,54,8,16881.2,17648.8,rep2,-0.28503433888698537
0.3973111433197554,0.7276817700585633,61,31,0,17024.1,17421.5,rep2,0.33037062673880785
0.4445790792908134,0.759468249206186,56,25,0,18149.6,16324.6,rep2,0.31488916991537264
0.47837736089900573,0.6744094932674842,43,18,0,16234.8,16592.7,rep2,0.1960321323684785
0.34282132499572604,0.5334277786646071,49,46,0,15716.0,18688.3,rep2,0.19060645366888107
0.35439662858390836,0.6663126340490977,46,26,0,16729.6,18943.8,rep2,0.3119160054651893
0.5493498063731651,0.5851672779034094,45,25,10,16241.7,18974.1,rep2,0.03581747153024428
0.6266529724101333,0.5445900937068033,13,53,8,16034.0,19338.8,rep2,-0.08206287870332996
0.378897995975158,0.6527797786193114,42,11,0,16049.7,18305.9,rep2,0.27388178264415336
0.36824983850203347,0.6613458960018478,41,18,0,18779.3,16157.9,rep2,0.2930960574998143
0.47104819514885865,0.718050382178124,39,15,0,19256.6,16633.8,rep2,0.24700218702926535
0.4452922459859679,0.3960883199037502,57,3,0,21947.7,31047.8,rep2,-0.049203926082217686
0.4430867306046017,0.46728152364276504,33,14,3,20882.3,31283.5,rep2,0.024194793038163354
0.7707144709219653,0.34868958859468274,7,24,11,20262.0,28317.6,rep2,-0.4220248823272826
